instructions_key.keys,instructions_key.rt,key_resp.keys,key_resp.corr,key_resp.rt,break_key.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,tar_ori,tar_pos,tar_pos_type,participant,group,screen height (cm),date,expName,psychopyVersion,OS,frameRate,break_key.rt,key_pq1.keys,key_pq1.rt,key_pq2.keys,key_pq2.rt,finish_key.keys,finish_key.rt
space,47.984455,j,1,2.012385,,0,0,0,0,1,0,0,0,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,f,1,1.133795,,0,1,1,1,1,1,7,2,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,f,1,1.33519,,0,2,2,2,1,1,6,2,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,j,1,0.879125,,0,3,3,3,1,0,5,2,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,j,1,1.207725,,0,4,4,4,1,0,3,0,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,f,1,0.99276,,0,5,5,5,1,1,2,2,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,f,1,0.807245,,0,6,6,6,1,1,1,2,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,f,1,0.686585,,0,7,7,7,1,1,0,2,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,f,1,0.71364,,0,8,8,8,1,1,7,2,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,j,1,0.8115,,0,9,9,9,1,0,6,2,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,j,1,0.707085,,0,10,10,10,1,0,5,2,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,f,1,0.79245,,0,11,11,11,1,1,4,2,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,f,1,0.70165,,0,12,12,12,1,1,3,2,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,j,1,0.75241,,0,13,13,13,1,0,1,0,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,f,1,0.79068,,0,14,14,14,1,1,0,2,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,f,1,0.848715,,0,15,15,15,1,1,6,0,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,j,1,0.61059,,0,16,16,16,1,0,5,2,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,f,1,0.716775,,0,17,17,17,1,1,4,2,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,f,1,0.70709,,0,18,18,18,1,1,3,2,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,j,1,1.06898,,0,19,19,19,1,0,2,2,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,f,1,0.669765,,0,20,20,20,1,1,1,2,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,j,1,1.32925,,0,21,21,21,1,0,7,0,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,j,1,0.653355,,0,22,22,22,1,0,6,2,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,j,1,0.649055,,0,23,23,23,1,0,5,2,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,f,1,0.819865,,0,24,24,24,1,1,3,0,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,f,1,0.740945,,0,25,25,25,1,1,2,2,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,j,1,0.765475,,0,26,26,26,1,0,1,2,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,j,1,0.681595,,0,27,27,27,1,0,0,2,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,j,1,0.63205,,0,28,28,28,1,0,7,2,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,f,1,0.803275,,0,29,29,29,1,1,6,2,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,j,1,0.68097,,0,30,30,30,1,0,5,2,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,j,1,1.184775,,0,31,31,31,1,0,4,2,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,j,1,0.675265,,0,32,32,32,1,0,3,2,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,f,1,0.86689,,0,33,33,33,1,1,2,2,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,j,0,0.72471,,0,34,34,34,1,1,1,2,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,j,1,0.744545,,0,35,35,35,1,0,0,2,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,f,1,0.69303,,0,36,36,36,1,1,1,1,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,j,1,0.76241,,0,37,37,37,1,0,0,2,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,f,1,0.93419,,0,38,38,38,1,1,2,0,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,f,1,1.412345,,0,39,39,39,1,1,5,0,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,f,1,0.964985,,0,40,40,40,1,1,4,2,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,j,1,0.769055,,0,41,41,41,1,0,3,2,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,j,1,1.24185,,0,42,42,42,1,0,2,2,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,j,1,0.742615,,0,43,43,43,1,0,1,2,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,f,1,0.985105,,0,44,44,44,1,1,0,2,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,j,1,0.823135,,0,45,45,45,1,0,7,2,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,f,1,0.757235,,0,46,46,46,1,1,6,2,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,j,1,0.76653,,0,47,47,47,1,0,7,1,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,j,1,0.82795,,0,48,48,48,1,0,0,1,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,f,1,0.95109,,0,49,49,49,1,1,2,0,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,f,1,1.154575,,0,50,50,50,1,1,5,0,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,f,1,1.3037,,0,51,51,51,1,1,4,2,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,f,1,1.02182,,0,52,52,52,1,1,1,0,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
,,j,1,1.31039,,0,53,53,53,1,0,2,1,A_13_SS,13,20,2021-01-28_09h21.03.221,dyntargetnodist,2020.1.2,Win32,60,,,,,,,
