instructions_key.keys,instructions_key.rt,key_resp.keys,key_resp.corr,key_resp.rt,break_key.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,tar_ori,tar_pos,tar_pos_type,participant,group,screen height (cm),date,expName,psychopyVersion,OS,frameRate,break_key.rt,key_pq1.keys,key_pq1.rt,key_pq2.keys,key_pq2.rt,finish_key.keys,finish_key.rt
space,24.443975,j,1,2.48195,,0,0,0,0,1,0,6,0,A_17_IS,17,18,2021-03-27_13h39.06.922,dyntargetnodist,2020.1.2,MacIntel,60,,,,,,,
,,j,1,1.053835,,0,1,1,1,1,0,5,2,A_17_IS,17,18,2021-03-27_13h39.06.922,dyntargetnodist,2020.1.2,MacIntel,60,,,,,,,
,,f,1,1.232955,,0,2,2,2,1,1,4,2,A_17_IS,17,18,2021-03-27_13h39.06.922,dyntargetnodist,2020.1.2,MacIntel,60,,,,,,,
,,f,1,1.098645,,0,3,3,3,1,1,3,2,A_17_IS,17,18,2021-03-27_13h39.06.922,dyntargetnodist,2020.1.2,MacIntel,60,,,,,,,
,,f,1,1.882675,,0,4,4,4,1,1,2,2,A_17_IS,17,18,2021-03-27_13h39.06.922,dyntargetnodist,2020.1.2,MacIntel,60,,,,,,,
,,j,1,1.097665,,0,5,5,5,1,0,1,2,A_17_IS,17,18,2021-03-27_13h39.06.922,dyntargetnodist,2020.1.2,MacIntel,60,,,,,,,
,,f,1,0.897515,,0,6,6,6,1,1,0,2,A_17_IS,17,18,2021-03-27_13h39.06.922,dyntargetnodist,2020.1.2,MacIntel,60,,,,,,,
,,f,1,1.18067,,0,7,7,7,1,1,7,2,A_17_IS,17,18,2021-03-27_13h39.06.922,dyntargetnodist,2020.1.2,MacIntel,60,,,,,,,
,,f,1,0.76391,,0,8,8,8,1,1,0,1,A_17_IS,17,18,2021-03-27_13h39.06.922,dyntargetnodist,2020.1.2,MacIntel,60,,,,,,,
,,f,1,0.59732,,0,9,9,9,1,1,7,2,A_17_IS,17,18,2021-03-27_13h39.06.922,dyntargetnodist,2020.1.2,MacIntel,60,,,,,,,
,,f,1,1.49798,,0,10,10,10,1,1,6,2,A_17_IS,17,18,2021-03-27_13h39.06.922,dyntargetnodist,2020.1.2,MacIntel,60,,,,,,,
