instructions_key.keys,instructions_key.rt,key_resp.keys,key_resp.corr,key_resp.rt,break_key.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,tar_ori,tar_pos,tar_pos_type,participant,group,screen height (cm),date,expName,psychopyVersion,OS,frameRate,break_key.rt,key_pq1.keys,key_pq1.rt,key_pq2.keys,key_pq2.rt,finish_key.keys,finish_key.rt
space,24.95515,j,1,2.14374,,0,0,0,0,1,0,2,0,A_03_MS,3,18,2021-01-06_21h05.28.758,dyntargetnodist,2020.1.2,MacIntel,60,,,,,,,
,,j,1,1.302115,,0,1,1,1,1,0,3,2,A_03_MS,3,18,2021-01-06_21h05.28.758,dyntargetnodist,2020.1.2,MacIntel,60,,,,,,,
,,j,1,1.119795,,0,2,2,2,1,0,2,1,A_03_MS,3,18,2021-01-06_21h05.28.758,dyntargetnodist,2020.1.2,MacIntel,60,,,,,,,
,,f,1,1.09181,,0,3,3,3,1,1,3,2,A_03_MS,3,18,2021-01-06_21h05.28.758,dyntargetnodist,2020.1.2,MacIntel,60,,,,,,,
,,f,1,0.88668,,0,4,4,4,1,1,2,1,A_03_MS,3,18,2021-01-06_21h05.28.758,dyntargetnodist,2020.1.2,MacIntel,60,,,,,,,
,,j,1,0.88647,,0,5,5,5,1,0,3,2,A_03_MS,3,18,2021-01-06_21h05.28.758,dyntargetnodist,2020.1.2,MacIntel,60,,,,,,,
,,f,1,0.957645,,0,6,6,6,1,1,4,2,A_03_MS,3,18,2021-01-06_21h05.28.758,dyntargetnodist,2020.1.2,MacIntel,60,,,,,,,
,,f,1,1.020535,,0,7,7,7,1,1,3,1,A_03_MS,3,18,2021-01-06_21h05.28.758,dyntargetnodist,2020.1.2,MacIntel,60,,,,,,,
,,f,1,1.02299,,0,8,8,8,1,1,4,2,A_03_MS,3,18,2021-01-06_21h05.28.758,dyntargetnodist,2020.1.2,MacIntel,60,,,,,,,
,,j,1,0.90701,,0,9,9,9,1,0,5,2,A_03_MS,3,18,2021-01-06_21h05.28.758,dyntargetnodist,2020.1.2,MacIntel,60,,,,,,,
,,f,1,0.62019,,0,10,10,10,1,1,6,2,A_03_MS,3,18,2021-01-06_21h05.28.758,dyntargetnodist,2020.1.2,MacIntel,60,,,,,,,
,,f,1,1.953165,,0,11,11,11,1,1,7,2,A_03_MS,3,18,2021-01-06_21h05.28.758,dyntargetnodist,2020.1.2,MacIntel,60,,,,,,,
,,f,1,0.786085,,0,12,12,12,1,1,0,2,A_03_MS,3,18,2021-01-06_21h05.28.758,dyntargetnodist,2020.1.2,MacIntel,60,,,,,,,
