tar_ori,tar_pos,dist_tilt,dist_pos,tar_pos_type,dist_pos_type,dist_letter,dist_ori,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions_key.keys,instructions_key.rt,instructions_key.started,instructions_key.stopped,instructions_text.started,instructions_text.stopped,fixcross.started,fixcross.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,fixcross_search.started,fixcross_search.stopped,feedback_text.started,feedback_text.stopped,break_key.keys,break_key.started,break_key.stopped,break_key.rt,text.started,text.stopped,key_pq1.keys,key_pq1.rt,key_pq1.started,key_pq1.stopped,text_2.started,text_2.stopped,key_pq2.keys,key_pq2.rt,key_pq2.started,key_pq2.stopped,participant,group,age,sex,date,expName,psychopyVersion,frameRate,
1,4,1,7,1,3,1,1,0,209,209,209,,,,,,,691.406948,None,j,1,0.9918027000001075,692.4066991,None,692.4066991,None,693.4181001,None,None,693.92382153,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,2,1,6,1,3,0,1,0,210,210,210,,,,,,,693.9236823000001,None,j,1,1.4989904999999908,694.9235328,None,694.9235328,None,696.440728,None,None,696.94607463,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,0,1,5,1,3,1,0,0,211,211,211,,,,,,,696.9464528000001,None,f,1,0.8763815999998315,697.9461309000001,None,697.9461309000001,None,698.8398354000001,None,None,699.3456607300001,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,2,1,4,1,3,0,0,0,212,212,212,,,,,,,699.345732,None,f,1,0.9884162000000742,700.3454081,None,700.3454081,None,701.3451558000002,None,None,701.85080903,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,1,2,3,1,3,1,0,0,213,213,213,,,,,,,701.8508515999999,None,j,1,0.8672584000000825,702.8506105000001,None,702.8506105000001,None,703.7326861000001,None,None,704.2383018300001,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,4,1,2,2,3,1,1,0,214,214,214,,,,,,,704.2384030000001,None,j,1,1.4241068999999698,705.2377266000001,None,705.2377266000001,None,706.6730790000001,None,None,707.1785924300001,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,5,2,1,1,3,1,1,0,215,215,215,,,,,,,707.1786474,None,j,1,0.6921413999998549,708.1783380000002,None,708.1783380000002,None,708.8840658000001,None,None,709.38968693,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,3,1,0,1,3,1,0,0,216,216,216,,,,,,,709.3897426999999,None,f,1,1.5364084000000275,710.3894270000001,None,710.3894270000001,None,711.9415827,None,None,712.44759203,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,6,2,7,1,3,0,1,0,217,217,217,,,,,,,712.4476426000001,None,j,1,0.7184280999999828,713.4474083,None,713.4474083,None,714.1765632000001,None,None,714.6821913300001,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,2,1,6,1,3,0,0,0,218,218,218,,,,,,,714.6823099000001,None,j,1,1.1250695999999607,715.6816231,None,715.6816231,None,716.8228486,None,None,717.3284614300002,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,1,1,5,1,3,0,0,0,219,219,219,,,,,,,717.3284928,None,f,1,1.1659961000000294,718.3278807000002,None,718.3278807000002,None,719.5044460000001,None,None,720.0100349300002,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,1,1,4,1,3,0,0,0,220,220,220,,,,,,,720.0100572000001,None,f,1,0.6600482999999713,721.0098121999999,None,721.0098121999999,None,721.691887,None,None,722.19723893,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,4,1,3,1,3,0,1,0,221,221,221,,,,,,,722.1976152,None,f,1,1.304862200000116,723.1973871,None,723.1973871,None,724.5145602,None,None,725.0202896300001,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,4,2,2,2,3,1,0,0,222,222,222,,,,,,,725.0202924,None,f,1,0.8342594999999164,726.0200484,None,726.0200484,None,726.8664686,None,None,727.37246803,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,0,2,1,1,3,1,1,0,223,223,223,,,,,,,727.3725287,None,j,1,1.2342716999999084,728.3722198,None,728.3722198,None,729.6190161,None,None,730.1245857300001,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,7,1,0,1,3,0,1,0,224,224,224,,,,,,,730.1246533000001,None,j,1,0.7221489000000929,731.1243978,None,731.1243978,None,731.8649525000001,None,None,732.3709410300002,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,3,2,7,1,3,1,0,0,225,225,225,,,,,,,732.3709934000001,None,f,1,1.1481168999998772,733.3703890000002,None,733.3703890000002,None,734.5352898000001,None,None,735.04073813,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,0,1,6,2,3,1,1,0,226,226,226,,,,,,,735.0408235,None,f,1,0.9100533999999243,736.0405555,None,736.0405555,None,736.9692893000001,None,None,737.47529423,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,1,2,5,1,3,0,1,0,227,227,227,,,,,,,737.4753487,None,f,1,0.6348172999998951,738.4750960000001,None,738.4750960000001,None,739.1218941,None,None,739.6276256300001,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,3,1,4,1,3,0,1,0,228,228,228,,,,,,,739.6276492,None,j,1,0.9305342999998629,740.627322,None,740.627322,None,741.5683338000001,None,None,742.07395123,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,6,1,3,1,3,0,1,0,229,229,229,,,,,,,742.0740110000002,None,f,1,1.7645694000000276,743.0733296000001,None,743.0733296000001,None,744.8495808,None,None,745.3552501300002,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,5,2,2,1,3,1,1,0,230,230,230,,,,,,,745.3553188000001,None,j,1,0.8675261999999293,746.3549944000001,None,746.3549944000001,None,747.2372146,None,None,747.7427701300002,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,2,1,1,1,3,1,0,0,231,231,231,,,,,,,747.7431145,None,j,1,1.2799285999999483,748.7425784,None,748.7425784,None,750.0363412000002,None,None,750.5419249300002,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,3,1,0,1,3,0,1,0,232,232,232,,,,,,,750.541972,None,j,1,1.072166100000004,751.5417383000001,None,751.5417383000001,None,752.6355014000001,None,None,753.14080813,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,6,1,7,1,3,0,0,0,233,233,233,,,,,,,753.1412419000001,None,f,1,0.7936095000000023,754.1409403,None,754.1409403,None,754.9524716000001,None,None,755.4581210300001,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,5,2,6,1,3,0,0,0,234,234,234,,,,,,,755.4581871,None,j,1,1.2450220000000627,756.4575152,None,756.4575152,None,757.7163383,None,None,758.22194873,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,6,1,4,1,1,1,1,0,235,235,235,,,,,,,758.22199,None,j,1,1.4568201000001864,759.2217702,None,759.2217702,None,760.6918927000002,None,None,761.1975475300002,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,0,1,3,1,3,0,0,0,236,236,236,,,,,,,761.1975724000001,None,j,1,1.8412642000000687,762.1972665000001,None,762.1972665000001,None,764.0553694,None,None,764.5611954300001,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,7,2,2,1,3,1,1,0,237,237,237,,,,,,,764.561375,None,f,1,0.6372422000001734,765.5606478,None,765.5606478,None,766.2078052000002,None,None,766.7135189300001,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,6,2,1,1,3,1,1,0,238,238,238,,,,,,,766.7131552000001,None,f,1,0.7252886999999646,767.7132701,None,767.7132701,None,768.4543635,None,None,768.9598751300001,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,4,1,0,1,3,1,0,0,239,239,239,,,,,,,768.9599129000001,None,j,1,0.7028150000001006,769.9597342,None,769.9597342,None,770.6767208000001,None,space,771.1828225000002,None,53.27112530000022,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,2,1,5,1,3,0,1,0,240,240,240,,,,,,,824.4724991,None,f,1,1.0146840999998403,825.4719077,None,825.4719077,None,826.506881,None,None,827.0125328300002,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,3,2,4,1,3,1,1,0,241,241,241,,,,,,,827.0130058,None,f,1,0.7136766999999509,828.0122747,None,828.0122747,None,828.7418602,None,None,829.2474867300001,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,4,1,3,1,3,1,1,0,242,242,242,,,,,,,829.2475408,None,j,1,0.8636438999999427,830.2469327000001,None,830.2469327000001,None,831.1291596000001,None,None,831.63502383,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,7,2,2,1,3,1,0,0,243,243,243,,,,,,,831.6350481,None,j,1,0.5402377000000342,832.6344473000001,None,832.6344473000001,None,833.1871972000001,None,None,833.69319093,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,0,2,1,1,3,1,1,0,244,244,244,,,,,,,833.6932476,None,f,1,0.8173033000000487,834.6926315000001,None,834.6926315000001,None,835.5282440000001,None,None,836.0336575300001,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,3,1,0,1,3,0,1,0,245,245,245,,,,,,,836.0337175,None,j,1,1.2768591999999899,837.0330886000002,None,837.0330886000002,None,838.3271296,None,None,838.83250343,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,0,2,7,1,3,0,1,0,246,246,246,,,,,,,838.8329071,None,f,1,1.0057538999999451,839.8322393000001,None,839.8322393000001,None,840.8554537,None,None,841.3614348300001,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,2,1,5,1,1,0,1,0,247,247,247,,,,,,,841.3615113000001,None,j,1,1.0057985000000826,842.3608845000001,None,842.3608845000001,None,843.3844906000002,None,None,843.8900971300001,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,1,1,4,1,3,1,1,0,248,248,248,,,,,,,843.8901450000001,None,j,1,0.557115099999919,844.8895327,None,844.8895327,None,845.4657582,None,None,845.9718175300001,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,4,1,3,1,3,1,1,0,249,249,249,,,,,,,845.971898,None,f,1,0.8273993000000246,846.9712522,None,846.9712522,None,847.8183703,None,None,848.32389733,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,7,2,2,1,3,0,1,0,250,250,250,,,,,,,848.3241628000001,None,f,1,0.6990897000000587,849.3234098,None,849.3234098,None,850.0412275000001,None,None,850.5469173300002,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,2,2,1,1,3,0,1,0,251,251,251,,,,,,,850.5469614000001,None,j,1,1.5160218999999415,851.5467093,None,851.5467093,None,853.0756007,None,None,853.58129053,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,6,2,0,1,3,0,0,0,252,252,252,,,,,,,853.5813886000001,None,f,1,1.2976381000000856,854.5810339,None,854.5810339,None,855.8982895000001,None,None,856.40395243,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,0,1,7,1,3,0,0,0,253,253,253,,,,,,,856.4040138,None,f,1,0.922883800000136,857.4037008,None,857.4037008,None,858.3443341,None,None,858.8502886300001,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,5,2,6,1,3,0,0,0,254,254,254,,,,,,,858.8503244000001,None,f,1,0.6358723999999256,859.8500871000001,None,859.8500871000001,None,860.4968765000001,None,None,861.0025709300002,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,0,2,5,1,3,1,0,0,255,255,255,,,,,,,861.0022924,None,j,1,0.9001786999999695,862.0023676000001,None,862.0023676000001,None,862.9197389000001,None,None,863.42535973,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,7,1,0,1,1,1,0,0,256,256,256,,,,,,,863.4255602000001,None,f,1,0.9411942000001545,864.4247856,None,864.4247856,None,865.3774162,None,None,865.8834318300002,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,1,2,7,2,3,0,1,0,257,257,257,,,,,,,865.8835020000001,None,j,1,0.6588681000000634,866.8831822,None,866.8831822,None,867.5536104,None,None,868.0592409300001,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,5,1,7,1,1,1,1,0,258,258,258,,,,,,,868.0589866,None,f,1,0.7240853000000698,869.0586022,None,869.0586022,None,869.7999998,None,None,870.30563393,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,5,1,6,1,3,0,1,0,259,259,259,,,,,,,870.3056666,None,f,1,0.8935586999998577,871.3050526,None,871.3050526,None,872.2109857,None,None,872.7166595300001,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,4,1,5,1,3,1,0,0,260,260,260,,,,,,,872.7167231000001,None,j,1,1.153545000000122,873.716422,None,873.716422,None,874.880827,None,None,875.3864355300001,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,2,1,4,1,3,1,1,0,261,261,261,,,,,,,875.3864926000001,None,j,1,1.539938099999972,876.3862541000001,None,876.3862541000001,None,877.9386715,None,None,878.44433683,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,4,1,3,1,3,1,0,0,262,262,262,,,,,,,878.4443961,None,f,1,0.8019091000001026,879.4440954000002,None,879.4440954000002,None,880.2670497000001,None,None,880.7730473300002,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,4,2,2,2,3,1,0,0,263,263,263,,,,,,,880.7731018,None,f,1,1.1618796000000202,881.772786,None,881.772786,None,882.9490767,None,None,883.45458273,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,4,2,7,1,1,0,0,0,264,264,264,,,,,,,883.4546466000002,None,f,1,1.0716779999997925,884.4543272000001,None,884.4543272000001,None,885.5484138000002,None,None,886.05379583,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,4,1,6,1,3,0,0,0,265,265,265,,,,,,,886.0538548,None,j,1,1.096450700000105,887.0535443000001,None,887.0535443000001,None,888.170932,None,None,888.6762045300001,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,7,1,5,2,3,0,0,0,266,266,266,,,,,,,888.676594,None,j,1,0.6982371000001422,889.6763065,None,889.6763065,None,890.3933858,None,None,890.8990673300001,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,5,2,4,1,3,1,0,0,267,267,267,,,,,,,890.8994445000001,None,f,1,0.6827253000001292,891.8992489,None,891.8992489,None,892.5931671000001,None,None,893.09872813,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,6,2,3,1,3,1,1,0,268,268,268,,,,,,,893.0988177000002,None,f,1,1.4762348000001566,894.0985281000001,None,894.0985281000001,None,895.5921308,None,None,896.09780973,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,6,1,2,1,3,1,1,0,269,269,269,,,,,,,896.0978639,None,f,1,0.6055105000000367,897.097235,None,897.097235,None,897.7205739000001,None,None,898.22656653,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,5,1,1,1,3,0,1,0,270,270,270,,,,,,,898.2266258,None,j,1,0.7000633000000107,899.2260019,None,899.2260019,None,899.9434385,None,None,900.44943813,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,5,2,0,1,3,1,0,0,271,271,271,,,,,,,900.4491616,None,j,1,0.5407688000000235,901.4492412,None,901.4492412,None,902.0016290000001,None,None,902.5075174300001,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,6,2,7,1,3,1,1,0,272,272,272,,,,,,,902.5076922000001,None,j,1,0.6109785999999531,903.5073801000001,None,903.5073801000001,None,904.1307826,None,None,904.6360967300001,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,0,2,6,2,3,0,1,0,273,273,273,,,,,,,904.6365129000001,None,j,1,0.8505608000000393,905.6361445,None,905.6361445,None,906.5064653,None,None,907.0121582300002,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,3,2,5,1,3,1,1,0,274,274,274,,,,,,,907.0122309000001,None,j,1,1.0661297000001468,908.011898,None,908.011898,None,909.0939714000001,None,None,909.59964583,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,6,2,4,2,3,1,0,0,275,275,275,,,,,,,909.5997011,None,f,1,0.6872562999999445,910.5994582000001,None,910.5994582000001,None,911.3050581,None,None,911.8107399300001,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,1,2,3,1,3,0,1,0,276,276,276,,,,,,,911.8103526,None,f,1,1.324243400000114,912.8104369,None,912.8104369,None,914.1512574000001,None,None,914.65692183,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,1,1,2,1,3,1,0,0,277,277,277,,,,,,,914.6566266,None,f,1,0.7173195000000305,915.6567112,None,915.6567112,None,916.3858256000001,None,None,916.8915512300001,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,5,2,3,1,2,0,1,0,278,278,278,,,,,,,916.8916121,None,f,1,1.8590543999998772,917.8909339000002,None,917.8909339000002,None,919.7609547,None,None,920.26706553,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,1,2,2,1,3,0,0,0,279,279,279,,,,,,,920.2672248000001,None,f,1,1.0276309999999285,921.2663867000001,None,921.2663867000001,None,922.3134463000001,None,None,922.81913473,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,5,1,1,1,3,1,1,0,280,280,280,,,,,,,922.8191699000001,None,f,1,0.6831013999999413,923.8189307,None,923.8189307,None,924.5124582000001,None,None,925.0184731300002,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,3,1,0,1,3,1,0,0,281,281,281,,,,,,,925.0185109000001,None,j,1,1.3968065999999908,926.017891,None,926.017891,None,927.4295440000001,None,None,927.93527643,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,5,2,7,1,3,1,0,0,282,282,282,,,,,,,927.9352908000001,None,j,1,0.623025799999823,928.9350288,None,928.9350288,None,929.5701305,None,None,930.0758037300001,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,7,1,6,1,3,1,1,0,283,283,283,,,,,,,930.0758103000001,None,f,1,1.4108005000000503,931.0754951000001,None,931.0754951000001,None,932.4982721000001,None,None,933.0039507300002,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,2,2,5,1,3,1,1,0,284,284,284,,,,,,,933.00433,None,j,1,1.122591199999988,934.0040167,None,934.0040167,None,935.1448665,None,None,935.6505302300001,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,0,1,4,1,3,1,1,0,285,285,285,,,,,,,935.6505941,None,j,1,0.7325740999999653,936.6502828,None,936.6502828,None,937.4029974,None,None,937.90868003,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,6,2,3,1,3,0,1,0,286,286,286,,,,,,,937.9087126,None,j,1,0.9701771000000008,938.9084746999999,None,938.9084746999999,None,939.8963525000001,None,None,940.4020216300001,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,6,1,2,1,3,1,1,0,287,287,287,,,,,,,940.4020841000001,None,f,1,0.7488863000000947,941.4018013,None,941.4018013,None,942.1663157,None,None,942.6719324300001,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,2,2,1,1,3,0,0,0,288,288,288,,,,,,,942.6719876,None,f,1,1.2675379000002067,943.6831335000002,None,943.6831335000002,None,944.9654724,None,None,945.4707702300001,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,2,1,0,2,3,1,1,0,289,289,289,,,,,,,945.4711325000001,None,f,1,0.9116988000000674,946.4709703999999,None,946.4709703999999,None,947.4000155000001,None,None,947.9053158300002,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,6,1,7,1,3,1,1,0,290,290,290,,,,,,,947.9057054,None,j,1,0.6685590000001866,948.905481,None,948.905481,None,949.5875680000001,None,None,950.0932167300001,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,5,2,6,1,3,1,0,0,291,291,291,,,,,,,950.0932758000001,None,j,1,0.866019900000083,951.0926421000001,None,951.0926421000001,None,951.9751133,None,None,952.4807242300002,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,0,1,7,1,2,0,1,0,292,292,292,,,,,,,952.4807685000001,None,j,1,0.7821854000001167,953.4805453000001,None,953.4805453000001,None,954.2802766,None,None,954.7856060300002,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,1,1,6,1,3,0,0,0,293,293,293,,,,,,,954.7859695,None,j,1,0.6683924000001298,955.7856624000001,None,955.7856624000001,None,956.467866,None,None,956.9734943300001,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,1,2,5,1,3,0,0,0,294,294,294,,,,,,,956.9735351000002,None,j,1,0.5458131999998841,957.9729092,None,957.9729092,None,958.5379058999999,None,None,959.0434543300001,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,0,2,7,1,1,1,0,0,295,295,295,,,,,,,959.0434871,None,j,0,0.6034973999999238,960.0432503,None,960.0432503,None,960.6665239000001,None,None,961.17225563,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,2,1,6,1,3,0,0,0,296,296,296,,,,,,,961.1722682,None,f,1,1.066677400000117,962.1720114,None,962.1720114,None,963.2657584000001,None,None,963.7593546300001,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,5,1,7,3,2,1,0,0,297,297,297,,,,,,,963.7597202,None,f,1,1.615352600000051,964.7594031000001,None,964.7594031000001,None,966.3942161,None,None,966.89989093,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,3,2,6,1,3,0,0,0,298,298,298,,,,,,,966.8999940000001,None,j,1,2.618934099999933,967.8996931000001,None,967.8996931000001,None,970.5338106000002,None,None,971.0394814300001,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,3,2,5,1,3,0,0,0,299,299,299,,,,,,,971.0398698000001,None,j,1,1.0394744000000173,972.0392352000001,None,972.0392352000001,None,973.0981369000001,None,space,973.6037729,None,55.490313199999946,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
