tar_ori,tar_pos,dist_tilt,dist_pos,tar_pos_type,dist_pos_type,dist_letter,dist_ori,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions_key.keys,instructions_key.rt,instructions_key.started,instructions_key.stopped,instructions_text.started,instructions_text.stopped,fixcross.started,fixcross.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,fixcross_search.started,fixcross_search.stopped,feedback_text.started,feedback_text.stopped,break_key.keys,break_key.started,break_key.stopped,break_key.rt,text.started,text.stopped,key_pq1.keys,key_pq1.rt,key_pq1.started,key_pq1.stopped,text_2.started,text_2.stopped,key_pq2.keys,key_pq2.rt,key_pq2.started,key_pq2.stopped,participant,group,age,sex,date,expName,psychopyVersion,frameRate,
2,3,1,-1,0,0,0,0,0,476,476,476,,,,,,,1577.7266456000002,None,f,1,0.6882000000000517,1578.7263573999999,None,1578.7263573999999,None,1579.4320143999998,None,None,1579.9376596299999,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,3,2,-1,0,0,1,1,0,477,477,477,,,,,,,1579.9373715000002,None,j,1,0.5098200999996152,1580.9374692000001,None,1580.9374692000001,None,1581.4667014000001,None,None,1581.97233783,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,2,2,-1,0,0,0,1,0,478,478,478,,,,,,,1581.9723735000002,None,j,1,0.6029616000000715,1582.9721356,None,1582.9721356,None,1583.5954038999998,None,None,1584.10107633,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,0,2,-1,0,0,0,1,0,479,479,479,,,,,,,1584.1011442,None,j,1,0.666548000000148,1585.1006864,None,1585.1006864,None,1585.7830239,None,space,1586.2887231,None,63.286099399999785,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,7,1,-1,0,0,1,1,0,480,480,480,,,,,,,1649.5872649000003,None,f,1,0.7003484000001663,1650.5868751000003,None,1650.5868751000003,None,1651.3043750000002,None,None,1651.81003823,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,6,1,-1,0,0,0,0,0,481,481,481,,,,,,,1651.8100298,None,f,1,0.7332237000000532,1652.8100462000002,None,1652.8100462000002,None,1653.5625095,None,None,1654.0681309299998,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,0,1,-1,0,0,0,0,0,482,482,482,,,,,,,1654.068178,None,f,1,0.9233666999998604,1655.06786,None,1655.06786,None,1656.0087625,None,None,1656.5144374299998,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,0,1,-1,0,0,1,1,0,483,483,483,,,,,,,1656.5144953,None,f,1,0.5571217000001525,1657.5142171000002,None,1657.5142171000002,None,1658.0905404999999,None,None,1658.59616113,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,5,1,-1,0,0,1,0,0,484,484,484,,,,,,,1658.5962189000002,None,f,1,0.7792387999998027,1659.5959054,None,1659.5959054,None,1660.3955178,None,None,1660.90133513,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,0,1,-1,0,0,0,0,0,485,485,485,,,,,,,1660.901401,None,f,0,0.6984639999996034,1661.9007764000003,None,1661.9007764000003,None,1662.618586,None,None,1663.1242437299998,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,1,1,-1,0,0,1,1,0,486,486,486,,,,,,,1663.1242528000002,None,j,1,0.7951579000000493,1664.1240480000001,None,1664.1240480000001,None,1664.9355292,None,None,1665.44115083,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,5,1,-1,0,0,1,0,0,487,487,487,,,,,,,1665.4413822000001,None,f,1,0.7985066999999617,1666.4409472000002,None,1666.4409472000002,None,1667.2524681,None,None,1667.75811863,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,6,2,-1,0,0,0,0,0,488,488,488,,,,,,,1667.757826,None,f,1,0.7214818000002197,1668.7578386999999,None,1668.7578386999999,None,1669.4988187,None,None,1670.0045786299997,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,3,1,-1,0,0,0,0,0,489,489,489,,,,,,,1670.0045118000003,None,j,1,0.8749379000000772,1671.0042207000001,None,1671.0042207000001,None,1671.8983684,None,None,1672.4037477299998,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,3,2,-1,0,0,1,1,0,490,490,490,,,,,,,1672.4037821000002,None,j,1,0.6517085000000407,1673.4035967999998,None,1673.4035967999998,None,1674.0740356000001,None,None,1674.57956513,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,4,2,-1,0,0,1,0,0,491,491,491,,,,,,,1674.5796,None,j,1,0.7798986000002515,1675.5793698000002,None,1675.5793698000002,None,1676.3790568,None,None,1676.8847326300001,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,3,2,-1,0,0,1,0,0,492,492,492,,,,,,,1676.8848013000002,None,j,1,1.3060975000003054,1677.8845047,None,1677.8845047,None,1679.2014144,None,None,1679.7073967299998,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,4,1,-1,0,0,1,1,0,493,493,493,,,,,,,1679.7074692,None,f,1,0.6763430000000881,1680.7068103000001,None,1680.7068103000001,None,1681.4010935000001,None,None,1681.90674523,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,6,1,-1,0,0,0,1,0,494,494,494,,,,,,,1681.9064754,None,j,1,0.7007452000002559,1682.9064941000001,None,1682.9064941000001,None,1683.6238625,None,None,1684.12960273,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,6,2,-1,0,0,0,0,0,495,495,495,,,,,,,1684.1763804000002,None,j,1,0.49818150000010064,1685.141119,None,1685.141119,None,1685.6585912,None,None,1686.1642762299998,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,2,1,-1,0,0,0,1,0,496,496,496,,,,,,,1686.1644916,None,j,1,0.9546055000000706,1687.1640372000002,None,1687.1640372000002,None,1688.1401954000003,None,None,1688.6458710299999,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,3,2,-1,0,0,1,0,0,497,497,497,,,,,,,1688.6459832,None,j,1,0.8096184999999423,1689.6456601,None,1689.6456601,None,1690.4689790000002,None,None,1690.9745898299998,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,2,2,-1,0,0,0,0,0,498,498,498,,,,,,,1690.9746263000002,None,j,1,0.864956699999766,1691.9743975000001,None,1691.9743975000001,None,1692.8564058000002,None,None,1693.3621059299999,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,5,1,-1,0,0,1,1,0,499,499,499,,,,,,,1693.3618246,None,j,1,0.7168073999996523,1694.3618376,None,1694.3618376,None,1695.0907088,None,None,1695.59640433,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,5,1,-1,0,0,0,1,0,500,500,500,,,,,,,1695.5967664,None,j,0,0.48211399999991045,1696.5965293,None,1696.5965293,None,1697.0901129,None,None,1697.59611353,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,4,1,-1,0,0,0,1,0,501,501,501,,,,,,,1697.5961686,None,f,1,0.6113765999998577,1698.5954597999998,None,1698.5954597999998,None,1699.2188784999998,None,None,1699.7248703300002,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,6,1,-1,0,0,1,1,0,502,502,502,,,,,,,1699.7249249000001,None,f,1,1.090596099999857,1700.7246808999998,None,1700.7246808999998,None,1701.8298445,None,None,1702.3355354300002,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,4,2,-1,0,0,1,0,0,503,503,503,,,,,,,1702.3359064,None,j,1,0.8638630000000376,1703.3355950999999,None,1703.3355950999999,None,1704.2177661,None,None,1704.72335553,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,1,2,-1,0,0,0,0,0,504,504,504,,,,,,,1704.7232562,None,f,1,0.7960978000000978,1705.7231616,None,1705.7231616,None,1706.5346816,None,None,1707.03998933,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,7,1,-1,0,0,0,0,0,505,505,505,,,,,,,1707.0403606,None,f,1,0.5910979999998744,1708.0400521000001,None,1708.0400521000001,None,1708.6516695999999,None,None,1709.15729973,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,1,2,-1,0,0,0,0,0,506,506,506,,,,,,,1709.1573525,None,j,1,0.60158040000033,1710.1570755000002,None,1710.1570755000002,None,1710.7687657000001,None,None,1711.27450013,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,0,2,-1,0,0,1,0,0,507,507,507,,,,,,,1711.2743737,None,j,1,0.7256006000002344,1712.2737118,None,1712.2737118,None,1713.0150094,None,None,1713.5206913299999,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,7,1,-1,0,0,0,0,0,508,508,508,,,,,,,1713.5208159,None,j,1,0.6702436000000489,1714.5204380999999,None,1714.5204380999999,None,1715.2027066,None,None,1715.70826923,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,0,1,-1,0,0,0,1,0,509,509,509,,,,,,,1715.7083177,None,f,1,0.7230353999998442,1716.708141,None,1716.708141,None,1717.4489589999998,None,None,1717.95433653,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,2,2,-1,0,0,0,0,0,510,510,510,,,,,,,1717.9546842,None,j,1,0.892985200000112,1718.9543939,None,1718.9543939,None,1719.8598501000001,None,None,1720.36567823,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,0,1,-1,0,0,1,1,0,511,511,511,,,,,,,1720.3657686000001,None,j,1,0.6258840000000419,1721.3654376,None,1721.3654376,None,1722.0123151000003,None,None,1722.51796353,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,4,1,-1,0,0,1,0,0,512,512,512,,,,,,,1722.5177222000002,None,f,1,1.3215078000002904,1723.5177434000002,None,1723.5177434000002,None,1724.8585115,None,None,1725.36416103,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,3,2,-1,0,0,1,0,0,513,513,513,,,,,,,1725.3642362,None,j,1,1.1630164000002878,1726.3639210000001,None,1726.3639210000001,None,1727.5400201000002,None,None,1728.0453977299999,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,6,2,-1,0,0,0,0,0,514,514,514,,,,,,,1728.0457468,None,f,1,0.961961699999847,1729.0454487000002,None,1729.0454487000002,None,1730.021647,None,None,1730.52728893,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,7,2,-1,0,0,0,1,0,515,515,515,,,,,,,1730.5273637999999,None,f,1,0.5757186000000729,1731.5269339000001,None,1731.5269339000001,None,1732.1151057000002,None,None,1732.62079003,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,7,2,-1,0,0,1,1,0,516,516,516,,,,,,,1732.6208768000001,None,f,1,0.4506123999999545,1733.6205365,None,1733.6205365,None,1734.091058,None,None,1734.59634013,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,4,2,-1,0,0,0,0,0,517,517,517,,,,,,,1734.5967194999998,None,j,1,0.9228161999999429,1735.5965351999998,None,1735.5965351999998,None,1736.5369788000003,None,None,1737.04296553,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,4,1,-1,0,0,0,1,0,518,518,518,,,,,,,1737.0430860000001,None,f,1,0.6688965000003009,1738.0424025000002,None,1738.0424025000002,None,1738.7251142999999,None,None,1739.23055003,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,0,2,-1,0,0,0,1,0,519,519,519,,,,,,,1739.2306057,None,f,1,0.593343300000015,1740.2299712,None,1740.2299712,None,1740.841927,None,None,1741.3474110299999,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,4,2,-1,0,0,0,1,0,520,520,520,,,,,,,1741.3476107000001,None,f,1,0.6043589999999313,1742.3469792,None,1742.3469792,None,1742.9703190999999,None,None,1743.4759926299998,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,0,2,-1,0,0,1,0,0,521,521,521,,,,,,,1743.4764286,None,f,1,1.0515777999999045,1744.4757452,None,1744.4757452,None,1745.5460156,None,None,1746.05202173,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,5,1,-1,0,0,1,1,0,522,522,522,,,,,,,1746.0519169,None,j,1,0.6038376999999855,1747.0514397000002,None,1747.0514397000002,None,1747.6750916,None,None,1748.1808175299998,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,3,1,-1,0,0,0,1,0,523,523,523,,,,,,,1748.1805085,None,j,1,0.7152231000000029,1749.1801369999998,None,1749.1801369999998,None,1749.9097169000001,None,None,1750.4153995299998,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,7,1,-1,0,0,1,0,0,524,524,524,,,,,,,1750.4152935000002,None,f,1,0.68792940000003,1751.4147480000001,None,1751.4147480000001,None,1752.1204861,None,None,1752.62648063,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,0,2,-1,0,0,1,1,0,525,525,525,,,,,,,1752.6265346999999,None,j,1,0.588436499999716,1753.6262351999999,None,1753.6262351999999,None,1754.2260483999999,None,None,1754.73174263,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,7,2,-1,0,0,0,1,0,526,526,526,,,,,,,1754.7318009,None,f,1,0.6111948999996457,1755.7314935,None,1755.7314935,None,1756.3548848,None,None,1756.86055803,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,5,1,-1,0,0,0,0,0,527,527,527,,,,,,,1756.8605925000002,None,f,1,0.6583874999996624,1757.8603247,None,1757.8603247,None,1758.5307074000002,None,None,1759.03631293,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,5,2,-1,0,0,0,1,0,528,528,528,,,,,,,1759.0364482999998,None,j,1,0.5636921999998776,1760.0357463999999,None,1760.0357463999999,None,1760.6123874,None,None,1761.1180276300001,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,4,1,-1,0,0,1,1,0,529,529,529,,,,,,,1761.1180802,None,j,1,0.7214306000000761,1762.1177803,None,1762.1177803,None,1762.8587883,None,None,1763.36411163,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,2,2,-1,0,0,0,1,0,530,530,530,,,,,,,1763.3641423,None,f,1,1.0344664999997804,1764.3642267999999,None,1764.3642267999999,None,1765.4109015,None,None,1765.9165751300002,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,7,2,-1,0,0,1,1,0,531,531,531,,,,,,,1765.9166745000002,None,f,1,0.627176800000143,1766.9160151,None,1766.9160151,None,1767.5631844,None,None,1768.0685702299998,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,0,1,-1,0,0,1,1,0,532,532,532,,,,,,,1768.0686197,None,j,1,0.8425922999999784,1769.0687251,None,1769.0687251,None,1769.9272348,None,None,1770.43253323,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,7,2,-1,0,0,1,1,0,533,533,533,,,,,,,1770.4329006000003,None,f,1,0.7026546000001872,1771.4326673,None,1771.4326673,None,1772.1500345,None,None,1772.65538643,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,1,2,-1,0,0,0,1,0,534,534,534,,,,,,,1772.6557659,None,j,1,0.7041641000000709,1773.6551657,None,1773.6551657,None,1774.3725761,None,None,1774.8785793299999,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,4,2,-1,0,0,1,1,0,535,535,535,,,,,,,1774.8786338,None,j,1,1.1526570000000902,1775.8780183,None,1775.8780183,None,1777.0426717999999,None,None,1777.5483493299998,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,0,1,-1,0,0,0,0,0,536,536,536,,,,,,,1777.5484584,None,f,1,0.6274586999998064,1778.5477755000002,None,1778.5477755000002,None,1779.1949682,None,None,1779.70067233,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,7,2,-1,0,0,0,1,0,537,537,537,,,,,,,1779.7006915000002,None,f,1,0.6669068000001062,1780.7004323,None,1780.7004323,None,1781.3822179,None,None,1781.8880417300002,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,0,1,-1,0,0,1,1,0,538,538,538,,,,,,,1781.888391,None,j,1,0.5595057000000452,1782.8878111,None,1782.8878111,None,1783.4642800000001,None,None,1783.9696035299999,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,6,1,-1,0,0,1,0,0,539,539,539,,,,,,,1783.9699699000003,None,f,1,0.8931668000000172,1784.9697522000001,None,1784.9697522000001,None,1785.8753499,None,space,1786.3810608,None,74.79396099999985,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,2,2,-1,0,0,0,0,0,540,540,540,,,,,,,1861.1933131,None,f,1,0.7263201000000663,1862.1930124,None,1862.1930124,None,1862.9343600000002,None,None,1863.43964633,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,3,2,-1,0,0,1,0,0,541,541,541,,,,,,,1863.4400249999999,None,f,1,0.6550530999998045,1864.4397141,None,1864.4397141,None,1865.1101577,None,None,1865.6157671299998,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,3,2,-1,0,0,0,0,0,542,542,542,,,,,,,1865.6158200999998,None,f,1,0.5756613000003199,1866.6155619,None,1866.6155619,None,1867.2035799999999,None,None,1867.70928873,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,7,2,-1,0,0,1,1,0,543,543,543,,,,,,,1867.7093095999999,None,f,1,0.5944879000003311,1868.7090033,None,1868.7090033,None,1869.3205839000002,None,None,1869.8263191299998,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,6,2,-1,0,0,1,0,0,544,544,544,,,,,,,1869.8263124,None,f,1,0.5886568999999326,1870.8260749,None,1870.8260749,None,1871.4256793,None,None,1871.93150333,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,6,2,-1,0,0,1,1,0,545,545,545,,,,,,,1871.9312372,None,j,1,0.5314782999998897,1872.9313056,None,1872.9313056,None,1873.4837033,None,None,1873.9897061299998,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,5,1,-1,0,0,1,0,0,546,546,546,,,,,,,1873.9897572999998,None,j,1,0.9859602999999879,1874.9895321,None,1874.9895321,None,1875.9891714,None,None,1876.4948865299998,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,2,1,-1,0,0,0,0,0,547,547,547,,,,,,,1876.4949037000001,None,j,1,0.992870000000039,1877.4945759000002,None,1877.4945759000002,None,1878.5060985999999,None,None,1879.0117172300002,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,0,1,-1,0,0,1,0,0,548,548,548,,,,,,,1879.0118917,None,j,1,1.0678485000003093,1880.0115344,None,1880.0115344,None,1881.0934947,None,None,1881.5991620300001,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,1,2,-1,0,0,1,0,0,549,549,549,,,,,,,1881.5992244,None,j,1,0.5758661999998367,1882.5989113,None,1882.5989113,None,1883.1869772999999,None,None,1883.69268913,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,5,2,-1,0,0,0,0,0,550,550,550,,,,,,,1883.6924129,None,j,1,0.6109738000000107,1884.6924048,None,1884.6924048,None,1885.3157414000002,None,None,1885.82145503,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,1,1,-1,0,0,1,1,0,551,551,551,,,,,,,1885.8211512000003,None,j,1,0.7535914000000048,1886.8211597,None,1886.8211597,None,1887.5858554000001,None,None,1888.09132623,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,0,1,-1,0,0,0,0,0,552,552,552,,,,,,,1888.0914275999999,None,j,1,0.5322218999999677,1889.0912164000001,None,1889.0912164000001,None,1889.6438483000002,None,None,1890.1495187300002,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,4,1,-1,0,0,1,0,0,553,553,553,,,,,,,1890.149574,None,f,1,1.3384774000001016,1891.1489372,None,1891.1489372,None,1892.5019141000002,None,None,1893.0074779299998,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,1,1,-1,0,0,1,1,0,554,554,554,,,,,,,1893.0075245000003,None,f,1,0.8162035000000287,1894.0072881,None,1894.0072881,None,1894.8424415,None,None,1895.3479768299999,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,6,1,-1,0,0,1,0,0,555,555,555,,,,,,,1895.3480503,None,f,1,0.6035285999996631,1896.3477549,None,1896.3477549,None,1896.9710227,None,None,1897.4767087300002,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,5,1,-1,0,0,0,0,0,556,556,556,,,,,,,1897.4767591999998,None,j,1,0.6029297000000042,1898.476514,None,1898.476514,None,1899.0998385000003,None,None,1899.60553363,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,3,2,-1,0,0,1,1,0,557,557,557,,,,,,,1899.6055304000001,None,f,1,0.7142420000000129,1900.6052227999999,None,1900.6052227999999,None,1901.3344118999998,None,None,1901.84009023,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,1,1,-1,0,0,0,1,0,558,558,558,,,,,,,1901.8398315,None,f,1,0.9755066000002444,1902.8398993,None,1902.8398993,None,1903.8277677,None,None,1904.3334552299998,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,6,1,-1,0,0,1,1,0,559,559,559,,,,,,,1904.3335488000002,None,j,1,0.5622477000001709,1905.3331947000001,None,1905.3331947000001,None,1905.9098033,None,None,1906.4151787299998,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,3,1,-1,0,0,0,0,0,560,560,560,,,,,,,1906.4152216000002,None,j,1,1.0405431999997745,1907.4149853,None,1907.4149853,None,1908.4737405,None,None,1908.97916103,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
2,0,1,-1,0,0,0,1,0,561,561,561,,,,,,,1908.9791676999998,None,f,1,1.1326036000000386,1909.9788706,None,1909.9788706,None,1911.1315149000002,None,None,1911.63713293,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,1,1,-1,0,0,0,1,0,562,562,562,,,,,,,1911.6373536,None,j,1,0.7145666999999776,1912.6368799000002,None,1912.6368799000002,None,1913.3661312,None,None,1913.87174693,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
1,7,2,-1,0,0,0,1,0,563,563,563,,,,,,,1913.8718605,None,j,1,0.799262699999872,1914.8715615,None,1914.8715615,None,1915.6827117000003,None,None,1916.18835953,None,,,,,,,,,,,,,,B_01_AA,1,27,M,2021_Jun_15_1638,dyndist,2020.2.10,85.0142058737579,
