tar_ori,tar_pos,dist_tilt,dist_pos,tar_pos_type,dist_pos_type,dist_letter,dist_ori,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions_key.keys,instructions_key.rt,instructions_key.started,instructions_key.stopped,instructions_text.started,instructions_text.stopped,fixcross.started,fixcross.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,fixcross_search.started,fixcross_search.stopped,feedback_text.started,feedback_text.stopped,break_key.keys,break_key.started,break_key.stopped,break_key.rt,text.started,text.stopped,key_pq1.keys,key_pq1.rt,key_pq1.started,key_pq1.stopped,text_2.started,text_2.stopped,key_pq2.keys,key_pq2.rt,key_pq2.started,key_pq2.stopped,finish_text.started,finish_text.stopped,finish_key.keys,finish_key.rt,finish_key.started,finish_key.stopped,participant,group,age,sex,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,space,45.12229599999995,100.25950340000003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_20_YWZ,20,32,F,2021_Jun_02_1510,dyndist,2020.2.10,85.0230242349709,
1,7,2,2,1,1,1,0,0,0,0,0,,,,,100.25950340000003,None,145.5389351,None,j,1,4.273136499999964,146.42133260000003,None,146.42133260000003,None,150.72591,None,None,151.23168117000003,None,,,,,,,,,,,,,,,,,,,,B_20_YWZ,20,32,F,2021_Jun_02_1510,dyndist,2020.2.10,85.0230242349709,
1,5,2,3,1,3,0,0,0,1,1,1,,,,,,,151.23170950000002,None,j,1,2.191021599999999,152.23139989999999,None,152.23139989999999,None,154.44250399999999,None,None,154.94811697000003,None,,,,,,,,,,,,,,,,,,,,B_20_YWZ,20,32,F,2021_Jun_02_1510,dyndist,2020.2.10,85.0230242349709,
1,7,1,4,1,3,0,1,0,2,2,2,,,,,,,154.9481593,None,j,1,2.0904676999999765,155.9479161,None,155.9479161,None,158.05313819999998,None,None,158.55879396999998,None,,,,,,,,,,,,,,,,,,,,B_20_YWZ,20,32,F,2021_Jun_02_1510,dyndist,2020.2.10,85.0230242349709,
1,1,2,5,1,3,1,0,0,3,3,3,,,,,,,158.5585178,None,j,1,1.9842517999999814,159.5582172,None,159.5582172,None,161.5579191,None,None,162.06362056999998,None,,,,,,,,,,,,,,,,,,,,B_20_YWZ,20,32,F,2021_Jun_02_1510,dyndist,2020.2.10,85.0230242349709,
1,0,2,6,1,3,1,0,0,4,4,4,,,,,,,162.0636654,None,j,1,1.775390600000037,163.0630412,None,163.0630412,None,164.85073490000002,None,None,165.35641107,None,,,,,,,,,,,,,,,,,,,,B_20_YWZ,20,32,F,2021_Jun_02_1510,dyndist,2020.2.10,85.0230242349709,
1,0,2,6,1,1,1,0,0,5,5,5,,,,,,,165.3567784,None,j,1,1.3133377999999993,166.3564834,None,166.3564834,None,167.6851921,None,None,168.19117466999998,None,,,,,,,,,,,,,,,,,,,,B_20_YWZ,20,32,F,2021_Jun_02_1510,dyndist,2020.2.10,85.0230242349709,
2,5,1,7,2,3,1,1,0,6,6,6,,,,,,,168.1912233,None,f,1,1.8392638999999917,169.19057980000002,None,169.19057980000002,None,171.04886,None,None,171.55454027,None,,,,,,,,,,,,,,,,,,,,B_20_YWZ,20,32,F,2021_Jun_02_1510,dyndist,2020.2.10,85.0230242349709,
2,1,1,0,1,3,1,0,0,7,7,7,,,,,,,171.5546005,None,f,1,2.091561000000013,172.55429759999998,None,172.55429759999998,None,174.65953180000002,None,None,175.16521817000003,None,,,,,,,,,,,,,,,,,,,,B_20_YWZ,20,32,F,2021_Jun_02_1510,dyndist,2020.2.10,85.0230242349709,
1,7,2,1,2,3,1,0,0,8,8,8,,,,,,,175.1651946,None,j,1,0.8488489000000072,176.16498819999998,None,176.16498819999998,None,177.03521340000003,None,None,177.54094417000002,None,,,,,,,,,,,,,,,,,,,,B_20_YWZ,20,32,F,2021_Jun_02_1510,dyndist,2020.2.10,85.0230242349709,
