tar_ori,tar_pos,dist_tilt,dist_pos,tar_pos_type,dist_pos_type,dist_letter,dist_ori,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions_key.keys,instructions_key.rt,instructions_key.started,instructions_key.stopped,instructions_text.started,instructions_text.stopped,fixcross.started,fixcross.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,fixcross_search.started,fixcross_search.stopped,feedback_text.started,feedback_text.stopped,break_key.keys,break_key.started,break_key.stopped,break_key.rt,text.started,text.stopped,key_pq1.keys,key_pq1.rt,key_pq1.started,key_pq1.stopped,text_2.started,text_2.stopped,key_pq2.keys,key_pq2.rt,key_pq2.started,key_pq2.stopped,finish_text.started,finish_text.stopped,finish_key.keys,finish_key.rt,finish_key.started,finish_key.stopped,participant,group,age,sex,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,space,66.08030660000003,29.585343199999954,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B_02_CS,2,28,F,2021_Jun_15_1501,dyndist,2020.2.10,85.02013276745471,
2,5,2,3,1,1,1,0,0,0,0,0,,,,,29.585343199999954,None,95.81773829999997,None,f,1,0.8380285000000072,96.70020989999995,None,96.70020989999995,None,97.57054319999997,None,None,98.06444911999999,None,,,,,,,,,,,,,,,,,,,,B_02_CS,2,28,F,2021_Jun_15_1501,dyndist,2020.2.10,85.02013276745471,
2,5,2,2,1,3,1,0,0,1,1,1,,,,,,,98.06411509999998,None,f,1,0.7461203999999952,99.06418579999996,None,99.06418579999996,None,99.82873889999996,None,None,100.33435012,None,,,,,,,,,,,,,,,,,,,,B_02_CS,2,28,F,2021_Jun_15_1501,dyndist,2020.2.10,85.02013276745471,
1,2,1,1,1,3,0,0,0,2,2,2,,,,,,,100.3343873,None,j,1,1.2754305000000272,101.33419959999998,None,101.33419959999998,None,102.62780449999997,None,None,103.13309951999996,None,,,,,,,,,,,,,,,,,,,,B_02_CS,2,28,F,2021_Jun_15_1501,dyndist,2020.2.10,85.02013276745471,
2,6,2,0,1,3,0,0,0,3,3,3,,,,,,,103.1335861,None,f,1,0.6689208999999892,104.13331269999998,None,104.13331269999998,None,104.81537809999998,None,None,105.32104071999997,None,,,,,,,,,,,,,,,,,,,,B_02_CS,2,28,F,2021_Jun_15_1501,dyndist,2020.2.10,85.02013276745471,
2,2,2,7,1,3,0,0,0,4,4,4,,,,,,,105.32110419999998,None,f,1,1.3816518000000428,106.33256979999999,None,106.33256979999999,None,107.73206909999999,None,None,108.23781251999996,None,,,,,,,,,,,,,,,,,,,,B_02_CS,2,28,F,2021_Jun_15_1501,dyndist,2020.2.10,85.02013276745471,
2,5,2,6,1,3,1,0,0,5,5,5,,,,,,,108.23792739999999,None,f,1,1.5640733000000182,109.23755129999995,None,109.23755129999995,None,110.81360809999995,None,None,111.31931731999997,None,,,,,,,,,,,,,,,,,,,,B_02_CS,2,28,F,2021_Jun_15_1501,dyndist,2020.2.10,85.02013276745471,
2,0,1,5,1,3,0,0,0,6,6,6,,,,,,,111.31926969999995,None,f,1,1.2511109000000147,112.31905889999996,None,112.31905889999996,None,113.58915209999998,None,None,114.09482192,None,,,,,,,,,,,,,,,,,,,,B_02_CS,2,28,F,2021_Jun_15_1501,dyndist,2020.2.10,85.02013276745471,
1,3,2,4,1,3,1,1,0,7,7,7,,,,,,,114.09450020000003,None,j,1,1.8353710999999748,115.09420119999999,None,115.09420119999999,None,116.94108920000002,None,None,117.44676271999997,None,,,,,,,,,,,,,,,,,,,,B_02_CS,2,28,F,2021_Jun_15_1501,dyndist,2020.2.10,85.02013276745471,
2,6,2,3,1,3,1,0,0,8,8,8,,,,,,,117.44679149999996,None,f,1,0.6594556999999668,118.44611549999996,None,118.44611549999996,None,119.11649659999995,None,None,119.62249641999999,None,,,,,,,,,,,,,,,,,,,,B_02_CS,2,28,F,2021_Jun_15_1501,dyndist,2020.2.10,85.02013276745471,
1,0,2,2,1,3,0,1,0,9,9,9,,,,,,,119.62222830000002,None,j,1,0.7076926999999387,120.62191849999994,None,120.62191849999994,None,121.35177029999994,None,None,121.85717881999999,None,,,,,,,,,,,,,,,,,,,,B_02_CS,2,28,F,2021_Jun_15_1501,dyndist,2020.2.10,85.02013276745471,
2,7,2,1,1,3,1,1,0,10,10,10,,,,,,,121.85683560000001,None,f,1,0.7649097000000893,122.86867430000001,None,122.86867430000001,None,123.64499180000001,None,None,124.15059611999997,None,,,,,,,,,,,,,,,,,,,,B_02_CS,2,28,F,2021_Jun_15_1501,dyndist,2020.2.10,85.02013276745471,
2,5,2,0,1,3,0,0,0,11,11,11,,,,,,,124.1506549,None,f,1,1.123201599999902,125.15041849999994,None,125.15041849999994,None,126.29078550000003,None,None,126.79683742000002,None,,,,,,,,,,,,,,,,,,,,B_02_CS,2,28,F,2021_Jun_15_1501,dyndist,2020.2.10,85.02013276745471,
1,2,1,7,1,3,0,1,0,12,12,12,,,,,,,126.79695720000001,None,j,1,1.0220434000000296,127.79619899999994,None,127.79619899999994,None,128.83177819999997,None,None,129.33724672,None,,,,,,,,,,,,,,,,,,,,B_02_CS,2,28,F,2021_Jun_15_1501,dyndist,2020.2.10,85.02013276745471,
